,State,Year,Month,Residential_MkWh,Industrial_MkWh,Commercial_MkWh,Value,Anomaly
3199,IL,2002,8,5227400.0,3474410.0,4280081.0,54.1,1.1
3200,IL,2002,9,3694892.0,3374318.0,3823673.0,54.5,1.5
3201,IL,2002,10,2840558.0,3282693.0,3775264.0,54.4,1.4
3202,IL,2002,11,3125007.0,3128818.0,3429190.0,53.5,0.5
3203,IL,2002,12,4004956.0,3010539.0,3545988.0,53.2,0.2
3204,IL,2003,1,4453756.0,3495278.0,4333514.0,52.3,-0.6
3205,IL,2003,2,3713555.0,3402338.0,3937157.0,51.7,-1.3
3206,IL,2003,3,3496532.0,3453025.0,4051201.0,52.0,-1.0
3207,IL,2003,4,2755042.0,3635147.0,3704530.0,52.0,-1.0
3208,IL,2003,5,2639764.0,3700848.0,3858992.0,52.1,-0.9
3209,IL,2003,6,3033990.0,3819176.0,4137134.0,51.6,-1.4
3210,IL,2003,7,4797690.0,3673394.0,4666089.0,51.4,-1.6
3211,IL,2003,8,4987108.0,4054321.0,4893595.0,51.4,-1.6
3212,IL,2003,9,3657078.0,3564984.0,4001556.0,50.9,-2.1
3213,IL,2003,10,2676564.0,3534210.0,4072070.0,51.1,-1.9
3214,IL,2003,11,2945992.0,3346568.0,3896570.0,51.6,-1.4
3215,IL,2003,12,4004261.0,3362480.0,4008432.0,51.7,-1.3
3216,IL,2004,1,4579205.0,3724979.0,3911979.0,51.9,-1.0
3217,IL,2004,2,3807600.0,3572236.0,4042702.0,52.2,-0.8
3218,IL,2004,3,3361559.0,3804166.0,3820452.0,52.5,-0.5
3219,IL,2004,4,2810255.0,3742707.0,3628665.0,52.5,-0.5
3220,IL,2004,5,2910507.0,4287443.0,3868516.0,52.9,-0.1
3221,IL,2004,6,3773340.0,4121525.0,4107415.0,53.1,0.1
3222,IL,2004,7,4554788.0,4117540.0,4447250.0,52.9,-0.1
3223,IL,2004,8,4084075.0,4099850.0,4166782.0,52.4,-0.6
3224,IL,2004,9,3655813.0,4252497.0,4154750.0,52.7,-0.3
3225,IL,2004,10,2858285.0,3950976.0,3735725.0,52.8,-0.2
3226,IL,2004,11,3003329.0,4296299.0,3612395.0,52.8,-0.2
3227,IL,2004,12,4043776.0,4037790.0,3861746.0,52.6,-0.4
3228,IL,2005,1,4677181.0,3421021.0,4037769.0,53.0,0.1
3229,IL,2005,2,3454342.0,3622963.0,3769263.0,53.5,0.5
3230,IL,2005,3,3655383.0,3788736.0,4086774.0,52.9,-0.1
3231,IL,2005,4,2818253.0,3701464.0,3621467.0,53.0,0.0
3232,IL,2005,5,2798093.0,3953390.0,3859597.0,52.6,-0.4
3233,IL,2005,6,4465607.0,4282795.0,4688796.0,53.1,0.1
3234,IL,2005,7,5931027.0,3861955.0,4630532.0,53.4,0.4
3235,IL,2005,8,5651258.0,4117662.0,4680956.0,53.9,0.9
3236,IL,2005,9,4106419.0,3958769.0,4409067.0,54.2,1.2
3237,IL,2005,10,3350609.0,3718200.0,4130316.0,54.2,1.2
3238,IL,2005,11,3288974.0,3508453.0,3844003.0,54.1,1.1
3239,IL,2005,12,4395454.0,3952853.0,4218727.0,53.7,0.7
3240,IL,2006,1,4116696.0,3980877.0,4045171.0,54.4,1.5
3241,IL,2006,2,3643338.0,3724694.0,3949125.0,54.0,1.0
3242,IL,2006,3,3646834.0,3853899.0,4137882.0,54.2,1.2
3243,IL,2006,4,2941218.0,3780035.0,3817593.0,54.4,1.4
3244,IL,2006,5,3165272.0,3630527.0,4147828.0,54.5,1.5
3245,IL,2006,6,3900566.0,3758025.0,4362361.0,54.2,1.2
3246,IL,2006,7,5776437.0,3871048.0,4835826.0,54.3,1.3
3247,IL,2006,8,5214003.0,3973983.0,4942261.0,54.2,1.2
3248,IL,2006,9,3212110.0,3692772.0,4181514.0,53.6,0.6
3249,IL,2006,10,3179371.0,3672797.0,4196418.0,53.2,0.2
3250,IL,2006,11,3444677.0,3453012.0,3877122.0,53.2,0.2
3251,IL,2006,12,4140965.0,3524755.0,4137815.0,54.0,1.0
3252,IL,2007,1,4320952.0,3973416.0,3917230.0,53.4,0.5
3253,IL,2007,2,4040207.0,3441995.0,4016957.0,52.6,-0.4
3254,IL,2007,3,3345223.0,3858774.0,4283301.0,53.1,0.1
3255,IL,2007,4,2921761.0,4194377.0,3832796.0,52.5,-0.5
3256,IL,2007,5,3234828.0,3970030.0,4451710.0,53.0,0.0
3257,IL,2007,6,4301243.0,3892503.0,4638575.0,53.1,0.1
3258,IL,2007,7,5048009.0,3906172.0,4678486.0,52.8,-0.2
3259,IL,2007,8,5602646.0,3890321.0,5049910.0,53.1,0.1
3260,IL,2007,9,4078487.0,3639073.0,4488522.0,53.6,0.6
3261,IL,2007,10,3241843.0,3749949.0,4212560.0,54.3,1.3
3262,IL,2007,11,3477880.0,3438302.0,4277135.0,54.1,1.1
3263,IL,2007,12,4423182.0,3475388.0,4196054.0,53.7,0.7
3264,IL,2008,1,4581804.0,3796325.0,4429727.0,53.4,0.5
3265,IL,2008,2,4103932.0,3750865.0,4291873.0,53.8,0.8
3266,IL,2008,3,3563223.0,3852987.0,4097597.0,53.0,0.0
3267,IL,2008,4,3023171.0,3695475.0,3827461.0,53.1,0.1
3268,IL,2008,5,2902619.0,3752726.0,4005532.0,52.4,-0.6
3269,IL,2008,6,4186258.0,3786565.0,4533618.0,52.4,-0.6
3270,IL,2008,7,5056748.0,4032755.0,4894312.0,52.5,-0.5
3271,IL,2008,8,4621272.0,4006514.0,4716174.0,52.0,-1.0
3272,IL,2008,9,3430717.0,3882628.0,4333590.0,51.8,-1.2
3273,IL,2008,10,3128430.0,3854562.0,4314742.0,51.3,-1.7
3274,IL,2008,11,3564287.0,3521741.0,3899905.0,51.2,-1.8
3275,IL,2008,12,4617884.0,3570044.0,4425946.0,50.9,-2.1
3276,IL,2009,1,4772416.0,3589211.0,4540378.0,50.4,-2.5
3277,IL,2009,2,3589383.0,3293731.0,3894749.0,50.9,-2.1
3278,IL,2009,3,3524711.0,3516486.0,4052842.0,51.3,-1.7
3279,IL,2009,4,3071024.0,3225884.0,3819528.0,51.3,-1.7
3280,IL,2009,5,2910315.0,3385388.0,3950694.0,51.6,-1.4
3281,IL,2009,6,4063311.0,3443122.0,4394984.0,51.6,-1.4
3282,IL,2009,7,4128309.0,3523203.0,4460338.0,51.2,-1.8
3283,IL,2009,8,4333577.0,3626570.0,4618400.0,51.2,-1.8
3284,IL,2009,9,3431146.0,3546602.0,4279301.0,51.1,-1.9
3285,IL,2009,10,3087179.0,3502420.0,4004609.0,50.7,-2.3
3286,IL,2009,11,3221557.0,3304441.0,3857723.0,51.2,-1.8
3287,IL,2009,12,4191564.0,3550258.0,4455733.0,51.4,-1.6
3288,IL,2010,1,4833412.0,3655831.0,4484554.0,51.5,-1.4
3289,IL,2010,2,4033063.0,3641089.0,4036979.0,50.9,-2.1
3290,IL,2010,3,3523254.0,3271895.0,3965726.0,51.0,-2.0
3291,IL,2010,4,2846327.0,3517537.0,3819258.0,51.6,-1.4
3292,IL,2010,5,3123277.0,3704677.0,4001820.0,51.7,-1.3
3293,IL,2010,6,4327167.0,3751808.0,4393958.0,51.9,-1.1
3294,IL,2010,7,5990965.0,3951811.0,4820393.0,52.5,-0.5
3295,IL,2010,8,5695706.0,4072455.0,5167304.0,53.0,0.0
3296,IL,2010,9,3771664.0,3758317.0,4370839.0,53.1,0.1
3297,IL,2010,10,2957068.0,3644454.0,4102193.0,53.6,0.6
3298,IL,2010,11,3098572.0,3492675.0,3933172.0,53.3,0.3
3299,IL,2010,12,4382511.0,3717574.0,4341217.0,52.9,-0.1
3300,IL,2011,1,4684229.0,3807291.0,4394472.0,53.0,0.1
3301,IL,2011,2,3975571.0,3493299.0,4076089.0,53.4,0.4
3302,IL,2011,3,3501740.0,3721991.0,4029260.0,53.2,0.2
3303,IL,2011,4,3012842.0,3574313.0,3779851.0,52.7,-0.3
3304,IL,2011,5,3107957.0,3577850.0,3935978.0,52.5,-0.5
3305,IL,2011,6,4055735.0,3750037.0,4307399.0,52.4,-0.6
3306,IL,2011,7,5911006.0,3912961.0,4889514.0,52.6,-0.4
3307,IL,2011,8,5168270.0,4131584.0,4830347.0,52.4,-0.6
3308,IL,2011,9,3690000.0,3787660.0,4248523.0,52.1,-0.9
3309,IL,2011,10,2931398.0,3718038.0,4018623.0,52.0,-1.0
3310,IL,2011,11,3154583.0,3657627.0,3854648.0,52.2,-0.8
3311,IL,2011,12,3863671.0,3711461.0,4103334.0,53.2,0.2
3312,IL,2012,1,4152165.0,3742946.0,4307733.0,53.9,1.0
3313,IL,2012,2,3630596.0,3649252.0,3946789.0,54.4,1.4
3314,IL,2012,3,3218695.0,3711637.0,3985623.0,55.5,2.5
3315,IL,2012,4,2722093.0,3643840.0,3694692.0,55.7,2.7
3316,IL,2012,5,3205656.0,3824830.0,4056671.0,56.2,3.2
3317,IL,2012,6,4530627.0,3818273.0,4486977.0,56.1,3.1
3318,IL,2012,7,6329758.0,4200105.0,5057892.0,56.3,3.3
3319,IL,2012,8,5149124.0,4047841.0,4821316.0,56.2,3.2
3320,IL,2012,9,3825407.0,3770848.0,4302719.0,56.3,3.3
3321,IL,2012,10,3022484.0,3685846.0,4173530.0,56.1,3.1
3322,IL,2012,11,3243148.0,3541696.0,3859490.0,55.7,2.7
3323,IL,2012,12,3872117.0,3640330.0,4114483.0,55.8,2.8
3324,IL,2013,1,4276113.0,3808561.0,4216714.0,55.6,2.7
3325,IL,2013,2,3789573.0,3676572.0,3935438.0,55.1,2.1
3326,IL,2013,3,3763457.0,3698990.0,4093133.0,53.3,0.3
3327,IL,2013,4,3177405.0,3586842.0,3979707.0,52.9,-0.1
3328,IL,2013,5,3164201.0,3831537.0,3935180.0,52.6,-0.4
3329,IL,2013,6,3819583.0,3567989.0,4257938.0,52.5,-0.5
3330,IL,2013,7,4904851.0,3861605.0,4693535.0,51.8,-1.2
3331,IL,2013,8,4703031.0,3939018.0,4646543.0,51.7,-1.3
3332,IL,2013,9,3710811.0,3626423.0,4288781.0,52.0,-1.0
3333,IL,2013,10,3119075.0,3678871.0,4165014.0,52.2,-0.8
3334,IL,2013,11,3492923.0,3551225.0,3872093.0,52.0,-1.0
3335,IL,2013,12,4451211.0,3559137.0,4388632.0,51.1,-1.9
3336,IL,2014,1,4791210.0,3778464.0,4641133.0,50.3,-2.6
3337,IL,2014,2,4314964.0,3618407.0,4023845.0,49.4,-3.6
3338,IL,2014,3,3869227.0,3731778.0,4242614.0,49.4,-3.6
3339,IL,2014,4,2939162.0,3407605.0,3809793.0,49.6,-3.4
3340,IL,2014,5,3152528.0,3759192.0,4030686.0,49.6,-3.4
3341,IL,2014,6,4095842.0,3721963.0,4364200.0,49.7,-3.3
3342,IL,2014,7,4228229.0,3941018.0,4446575.0,49.5,-3.5
3343,IL,2014,8,4691415.0,3887202.0,4657724.0,49.5,-3.5
3344,IL,2014,9,3306057.0,3644786.0,4179675.0,49.2,-3.8
3345,IL,2014,10,2951359.0,3638993.0,3976158.0,49.2,-3.8
3346,IL,2014,11,3622759.0,3698187.0,3969935.0,48.8,-4.2
3347,IL,2014,12,4046707.0,3502090.0,4277143.0,49.5,-3.5
3348,IL,2015,1,4408452.0,3604818.0,4447390.0,50.0,-2.9
3349,IL,2015,2,4071211.0,3497811.0,4102734.0,50.0,-3.0
3350,IL,2015,3,3715637.0,3861024.0,4121274.0,50.3,-2.7
3351,IL,2015,4,2763492.0,3413523.0,3712020.0,50.5,-2.5
3352,IL,2015,5,3004835.0,3638851.0,4064752.0,50.6,-2.4
3353,IL,2015,6,3772235.0,3648295.0,4285423.0,50.5,-2.5
3354,IL,2015,7,4740490.0,3852411.0,4677388.0,50.8,-2.2
3355,IL,2015,8,4656094.0,3732690.0,4675559.0,50.7,-2.3
3356,IL,2015,9,3790163.0,3770276.0,4371275.0,51.1,-1.9
3357,IL,2015,10,2857298.0,3475637.0,3998596.0,51.3,-1.7
3358,IL,2015,11,3144735.0,3319462.0,3821517.0,52.3,-0.7
3359,IL,2015,12,3720996.0,3315874.0,4041886.0,52.9,-0.1
3360,IL,2016,1,4208792.0,3449633.0,4399523.0,53.0,0.1
3361,IL,2016,2,3616924.0,3470970.0,3958080.0,54.2,1.2
3362,IL,2016,3,3180575.0,3642553.0,3907782.0,54.9,1.9
3363,IL,2016,4,2814261.0,3447824.0,3827577.0,54.8,1.8
3364,IL,2016,5,3004481.0,3613400.0,3923258.0,54.6,1.6
3365,IL,2016,6,4455687.0,3576052.0,4467984.0,54.8,1.8
3366,IL,2016,7,5271965.0,4037249.0,4764655.0,54.9,1.9
3367,IL,2016,8,5405323.0,4080160.0,4968418.0,55.3,2.3
3368,IL,2016,9,3945174.0,3702134.0,4502705.0,55.3,2.3
3369,IL,2016,10,2971293.0,3613753.0,4049652.0,55.6,2.6
3370,IL,2016,11,2983269.0,3323065.0,3817940.0,55.8,2.8
3371,IL,2016,12,4132308.0,3674961.0,4322481.0,54.7,1.7
3372,IL,2017,1,4149193.0,3603343.0,4289905.0,55.2,2.3
3373,IL,2017,2,3187245.0,3236681.0,3843643.0,55.8,2.8
3374,IL,2017,3,3238050.0,3591195.0,4009170.0,55.4,2.4
3375,IL,2017,4,2671672.0,3458761.0,3587346.0,55.7,2.7
3376,IL,2017,5,2878184.0,3476171.0,3991584.0,55.7,2.7
3377,IL,2017,6,4211557.0,3707142.0,4298579.0,55.5,2.5
3378,IL,2017,7,5085450.0,3849308.0,4719825.0,55.6,2.6
3379,IL,2017,8,4217635.0,3733846.0,4574017.0,55.2,2.2
3380,IL,2017,9,3802661.0,3710459.0,4329078.0,55.0,2.0
3381,IL,2017,10,2913040.0,3599117.0,4177791.0,54.8,1.8
3382,IL,2017,11,3315702.0,3385456.0,3901540.0,54.3,1.3
3383,IL,2017,12,4047004.0,3619215.0,4265409.0,54.4,1.4
3384,IL,2018,1,4494512.0,3623161.0,4463656.0,53.7,0.8
3385,IL,2018,2,3618819.0,3457849.0,3841802.0,53.0,0.0
3386,IL,2018,3,3400536.0,3535794.0,4045971.0,52.6,-0.4
3387,IL,2018,4,3043617.0,3441544.0,3734835.0,51.6,-1.4
3388,IL,2018,5,3466372.0,3755151.0,4198324.0,52.4,-0.6
3389,IL,2018,6,4431455.0,3997403.0,4420800.0,52.6,-0.4
3390,IL,2018,7,5218654.0,3987418.0,4688413.0,52.5,-0.5
3391,IL,2018,8,5203481.0,3955527.0,4804216.0,52.8,-0.2
3392,IL,2018,9,3925315.0,3620929.0,4310551.0,52.9,-0.1
3393,IL,2018,10,3128195.0,3539342.0,4112021.0,52.6,-0.4
3394,IL,2018,11,3426916.0,3604543.0,3881488.0,52.1,-0.9
3395,IL,2018,12,3868045.0,3596052.0,4260751.0,52.5,-0.5
3396,IL,2019,1,4345545.0,3600806.0,4278888.0,52.6,-0.3
3397,IL,2019,2,3663914.0,3318494.0,3965581.0,52.4,-0.6
3398,IL,2019,3,3653965.0,3402242.0,4088542.0,52.2,-0.8
3399,IL,2019,4,2747294.0,3164472.0,3746236.0,52.9,-0.1
3400,IL,2019,5,2875473.0,3478919.0,3868283.0,52.2,-0.8
3401,IL,2019,6,3687382.0,3486725.0,4043101.0,51.8,-1.2
3402,IL,2019,7,5604587.0,3802352.0,4790819.0,52.0,-1.0
3403,IL,2019,8,4549109.0,3719065.0,4621490.0,51.9,-1.1
3404,IL,2019,9,3853433.0,3583759.0,4226687.0,52.0,-1.0
3405,IL,2019,10,3042464.0,3420008.0,3978993.0,52.0,-1.0
3406,IL,2019,11,3435907.0,3393548.0,3878593.0,52.0,-1.0
3407,IL,2019,12,3811149.0,3370628.0,4127586.0,52.1,-0.9
3408,IL,2020,1,3896000.0,3525000.0,4111000.0,52.6,-0.3
3409,IL,2020,2,3634000.0,3496000.0,3909000.0,52.9,-0.1
3410,IL,2020,3,3225000.0,3347000.0,3797000.0,53.4,0.4
3411,IL,2020,4,2897000.0,3013000.0,3132000.0,53.2,0.2
3412,IL,2020,5,3251000.0,3077000.0,3316000.0,53.0,0.0
3413,IL,2020,6,4604000.0,3382000.0,3745000.0,53.3,0.3
3414,IL,2020,7,5963000.0,3726000.0,4420000.0,53.3,0.3
3415,IL,2020,8,5165000.0,3685000.0,4313000.0,53.3,0.3
3416,IL,2020,9,3371000.0,3357000.0,3812000.0,52.8,-0.2
3417,IL,2020,10,3015000.0,3296000.0,3611000.0,52.6,-0.4
3418,IL,2020,11,3083000.0,3169000.0,3463000.0,53.5,0.5
3419,IL,2020,12,4066000.0,3291000.0,3857000.0,53.3,0.3
3420,IL,2021,1,4171346.7,3467846.9,3885443.0,53.1,0.2
3421,IL,2021,2,4158579.0,3237337.9,3797958.4,52.2,-0.8
3422,IL,2021,3,3268802.8,3342733.3,3743892.1,52.3,-0.7
3423,IL,2021,4,2777248.8,3216340.2,3364057.3,52.6,-0.4
3424,IL,2021,5,3093183.0,3377479.9,3620019.5,52.6,-0.4
3425,IL,2021,6,4693572.2,3568534.4,4148623.8,52.7,-0.3
3426,IL,2021,7,5064657.6,3764636.2,4386619.1,52.4,-0.6
3427,IL,2021,8,5600975.5,3713094.4,4607540.1,52.7,-0.3
3428,IL,2021,9,3833760.0,3539903.2,4099639.5,53.0,0.0
3429,IL,2021,10,3163843.3,3431794.7,3779855.7,53.7,0.7
3430,IL,2021,11,3251762.7,3440161.0,3616663.3,53.2,0.2
3431,IL,2021,12,3735336.4,3398162.0,3872898.3,53.8,0.8
3432,IL,2022,1,4501037.0,3625332.1,4167285.3,53.2,0.3
3433,IL,2022,2,3851257.2,3248845.9,3737283.9,53.8,0.8
3434,IL,2022,3,3312998.6,3539717.7,3788081.1,53.5,0.5
3435,IL,2022,4,2890078.7,3316202.2,3460977.9,53.3,0.3
3436,IL,2022,5,3557282.1,3384320.8,3763177.2,53.6,0.6
3437,IL,2022,6,4444201.8,3735481.1,4132547.6,53.6,0.6
3438,IL,2022,7,5260591.6,3707130.0,4401329.7,53.7,0.7
3439,IL,2022,8,4908902.7,3703206.0,4450883.5,53.5,0.5
3440,IL,2022,9,3714873.7,3418872.4,3977531.2,53.3,0.3
3441,IL,2022,10,2775223.1,3411770.1,3634462.9,52.7,-0.3
3442,IL,2022,11,3128533.4,3304211.2,3605212.3,52.9,-0.1
3443,IL,2022,12,4134215.2,3422759.7,4001033.4,52.1,-0.9
3444,IL,2023,1,3884218.4,3514955.5,3973761.0,53.1,0.2
3445,IL,2023,2,3381834.1,3146113.3,3537255.2,53.8,0.8
3446,IL,2023,3,3316407.2,3460267.0,3770934.8,53.6,0.6
3447,IL,2023,4,2757122.4,3267368.2,3387820.2,53.9,0.9
3448,IL,2023,5,2916738.1,3421756.7,3591334.6,53.8,0.8
3449,IL,2023,6,3934888.0,3424235.4,3843337.4,53.6,0.6
3450,IL,2023,7,4991258.5,3708043.4,4290678.7,53.6,0.6
3451,IL,2023,8,4809256.1,3736849.9,4378880.4,53.6,0.6
3452,IL,2023,9,3631631.0,3416306.3,3904640.6,53.7,0.7
3453,IL,2023,10,2969826.3,3446580.1,3633471.8,54.0,1.0
3454,IL,2023,11,3121919.5,3296167.5,3553402.5,54.0,1.0
3455,IL,2023,12,3604647.6,3428780.7,3710773.0,54.7,1.7
3456,IN,2000,1,2984649.0,3806460.0,1711324.0,53.2,0.5
3457,IN,2000,2,2447978.0,4106079.0,1634933.0,53.2,0.5
3458,IN,2000,3,2074426.0,3980135.0,1516146.0,53.9,1.2
3459,IN,2000,4,1798171.0,3967155.0,1460358.0,53.7,1.0
3460,IN,2000,5,1834652.0,4101918.0,1651602.0,53.7,1.0
3461,IN,2000,6,2346787.0,4163060.0,1824680.0,53.6,0.9
3462,IN,2000,7,2745000.0,3990883.0,1893592.0,53.1,0.4
3463,IN,2000,8,2873955.0,4165333.0,1992006.0,53.1,0.4
3464,IN,2000,9,2250395.0,4039567.0,1737728.0,53.0,0.3
3465,IN,2000,10,1899850.0,4091253.0,1643636.0,53.3,0.6
3466,IN,2000,11,2159157.0,3821053.0,1607771.0,52.7,0.0
3467,IN,2000,12,3233522.0,3807343.0,1794127.0,51.6,-1.1
3468,IN,2001,1,3398506.0,3488795.0,2116929.0,51.6,-1.1
3469,IN,2001,2,2503738.0,3510759.0,1972762.0,51.3,-1.4
3470,IN,2001,3,2407571.0,3468745.0,1931870.0,50.6,-2.1
3471,IN,2001,4,1934990.0,3673143.0,1864363.0,51.1,-1.6
3472,IN,2001,5,1893080.0,3644168.0,2048236.0,51.1,-1.6
3473,IN,2001,6,2313476.0,3650667.0,2179398.0,51.0,-1.7
3474,IN,2001,7,3020790.0,3666481.0,2363886.0,51.2,-1.5
3475,IN,2001,8,3201404.0,3763909.0,2542060.0,51.3,-1.4
3476,IN,2001,9,2168805.0,3108634.0,2649955.0,51.3,-1.4
3477,IN,2001,10,2051325.0,3510224.0,2056626.0,51.0,-1.7
3478,IN,2001,11,1987398.0,3348116.0,1799372.0,51.7,-1.0
3479,IN,2001,12,2538590.0,3245962.0,2025329.0,53.2,0.5
3480,IN,2002,1,2934298.0,3679266.0,1663866.0,53.8,1.1
3481,IN,2002,2,2455164.0,3608934.0,1525741.0,53.9,1.2
3482,IN,2002,3,2503127.0,3912150.0,1610711.0,54.0,1.3
3483,IN,2002,4,2091828.0,3855848.0,1558166.0,53.7,1.0
3484,IN,2002,5,1929154.0,4078500.0,1695824.0,53.3,0.6
3485,IN,2002,6,2581751.0,4150620.0,1768788.0,53.6,0.9
3486,IN,2002,7,3561545.0,3933630.0,2025880.0,53.9,1.2
3487,IN,2002,8,3356694.0,4239349.0,2081726.0,54.0,1.3
3488,IN,2002,9,2728552.0,4082169.0,1887622.0,54.4,1.7
3489,IN,2002,10,2186978.0,4074414.0,2081498.0,54.3,1.6
3490,IN,2002,11,2306122.0,3955958.0,1827536.0,53.6,0.9
3491,IN,2002,12,2932686.0,3910397.0,2063015.0,53.1,0.4
3492,IN,2003,1,3442777.0,3969150.0,2043888.0,52.1,-0.6
3493,IN,2003,2,3074226.0,3792481.0,1823531.0,51.3,-1.4
3494,IN,2003,3,2551789.0,3886974.0,1811179.0,51.6,-1.1
3495,IN,2003,4,1921067.0,3950436.0,1678592.0,51.6,-1.1
3496,IN,2003,5,1855531.0,4001299.0,1834357.0,51.8,-0.9
3497,IN,2003,6,2171411.0,3852074.0,1889020.0,51.3,-1.4
3498,IN,2003,7,2968385.0,3960156.0,2150394.0,50.9,-1.8
3499,IN,2003,8,3214566.0,4130897.0,2264979.0,50.9,-1.8
3500,IN,2003,9,2510776.0,3940177.0,1895116.0,50.4,-2.3
3501,IN,2003,10,2003637.0,4050702.0,1723066.0,50.4,-2.3
3502,IN,2003,11,2094696.0,3848025.0,1606237.0,50.9,-1.8
3503,IN,2003,12,2917317.0,3901448.0,1721017.0,51.1,-1.6
3504,IN,2004,1,3400592.0,3924095.0,1916508.0,51.3,-1.4
3505,IN,2004,2,3009904.0,3935593.0,1831194.0,51.7,-1.0
3506,IN,2004,3,2470802.0,4146574.0,1781009.0,51.8,-0.9
3507,IN,2004,4,2061149.0,4058262.0,1720910.0,51.9,-0.8
3508,IN,2004,5,2106697.0,4170978.0,1890015.0,52.3,-0.4
3509,IN,2004,6,2600132.0,4130089.0,2053397.0,52.5,-0.2
3510,IN,2004,7,3007566.0,4060712.0,2135701.0,52.4,-0.3
3511,IN,2004,8,2832628.0,4197052.0,2108284.0,52.0,-0.7
3512,IN,2004,9,2540651.0,4138400.0,2036106.0,52.3,-0.4
3513,IN,2004,10,2056035.0,4138671.0,1862083.0,52.5,-0.2
3514,IN,2004,11,2157205.0,3945111.0,1725546.0,52.4,-0.3
3515,IN,2004,12,2948867.0,4082961.0,1896146.0,52.2,-0.5
3516,IN,2005,1,3367147.0,3955277.0,1950501.0,52.7,0.0
3517,IN,2005,2,2759209.0,3882802.0,1778126.0,53.1,0.4
3518,IN,2005,3,2702005.0,4110479.0,1844693.0,52.5,-0.2
3519,IN,2005,4,2087037.0,3978119.0,1749029.0,52.6,-0.1
3520,IN,2005,5,2007428.0,4073709.0,1831763.0,52.0,-0.7
3521,IN,2005,6,2797312.0,4164740.0,2197102.0,52.3,-0.4
3522,IN,2005,7,3501180.0,3987130.0,2292671.0,52.6,-0.1
3523,IN,2005,8,3524589.0,4303946.0,2388578.0,53.1,0.4
3524,IN,2005,9,2907355.0,4245516.0,2152223.0,53.3,0.6
3525,IN,2005,10,2311489.0,4156489.0,1966346.0,53.3,0.6
3526,IN,2005,11,2352756.0,4022277.0,1827452.0,53.2,0.5
3527,IN,2005,12,3311164.0,4063871.0,1980134.0,52.9,0.2
3528,IN,2006,1,3085031.0,4019951.0,1880203.0,53.6,0.9
3529,IN,2006,2,2689757.0,4008085.0,1800860.0,53.4,0.7
3530,IN,2006,3,2703985.0,4245841.0,1877833.0,53.6,0.9
3531,IN,2006,4,2079240.0,4079770.0,1754380.0,53.8,1.1
3532,IN,2006,5,2030668.0,4197886.0,1936222.0,53.9,1.2
3533,IN,2006,6,2659135.0,4225311.0,2085816.0,53.6,0.9
3534,IN,2006,7,3447826.0,4251164.0,2375488.0,53.6,0.9
3535,IN,2006,8,3491089.0,4423687.0,2375512.0,53.5,0.8
3536,IN,2006,9,2447841.0,4071875.0,2012041.0,52.9,0.2
3537,IN,2006,10,2191904.0,4102035.0,1938823.0,52.6,-0.1
3538,IN,2006,11,2465266.0,3984040.0,1871256.0,52.5,-0.2
3539,IN,2006,12,2994725.0,3920229.0,1921564.0,53.4,0.7
3540,IN,2007,1,3214471.0,3992977.0,1986527.0,52.9,0.2
3541,IN,2007,2,3392455.0,3962757.0,1923048.0,51.9,-0.8
3542,IN,2007,3,2746298.0,4136206.0,1858261.0,52.4,-0.3
3543,IN,2007,4,2235513.0,4101537.0,1878094.0,51.9,-0.8
3544,IN,2007,5,2265724.0,4238585.0,2011760.0,52.4,-0.3
3545,IN,2007,6,2872901.0,4219053.0,2213897.0,52.6,-0.1
3546,IN,2007,7,3269365.0,4171050.0,2238551.0,52.3,-0.4
3547,IN,2007,8,3690057.0,4448730.0,2498904.0,52.6,-0.1
3548,IN,2007,9,3000095.0,4155078.0,2207150.0,53.1,0.4
3549,IN,2007,10,2386405.0,4374840.0,2099421.0,53.9,1.2
3550,IN,2007,11,2408259.0,4070935.0,1885345.0,53.7,1.0
3551,IN,2007,12,3164513.0,4115862.0,1966622.0,53.3,0.6
3552,IN,2008,1,3552554.0,4117844.0,2085378.0,52.9,0.2
3553,IN,2008,2,3289460.0,4103219.0,2032892.0,53.6,0.9
3554,IN,2008,3,2930276.0,4149268.0,1942588.0,52.9,0.2
3555,IN,2008,4,2186824.0,4113904.0,1848537.0,53.1,0.4
3556,IN,2008,5,1930280.0,4163972.0,1921936.0,52.4,-0.3
3557,IN,2008,6,2776497.0,4116899.0,2132198.0,52.5,-0.2
3558,IN,2008,7,3345607.0,4180769.0,2325328.0,52.6,-0.1
3559,IN,2008,8,3199870.0,4162640.0,2284029.0,52.1,-0.6
3560,IN,2008,9,2558342.0,4094952.0,2099831.0,52.0,-0.7
3561,IN,2008,10,2161158.0,3993951.0,2020741.0,51.4,-1.3
3562,IN,2008,11,2522991.0,3624406.0,1869371.0,51.3,-1.4
3563,IN,2008,12,3526552.0,3589313.0,2006800.0,51.0,-1.7
3564,IN,2009,1,3874521.0,3468739.0,2084470.0,50.5,-2.2
3565,IN,2009,2,3107947.0,3405869.0,1883167.0,50.8,-1.9
3566,IN,2009,3,2564689.0,3511928.0,1871349.0,51.3,-1.4
3567,IN,2009,4,2120330.0,3419377.0,1768148.0,51.2,-1.5
3568,IN,2009,5,2089371.0,3524801.0,1912119.0,51.6,-1.1
3569,IN,2009,6,2661384.0,3441916.0,2127391.0,51.5,-1.2
